ODSEW-ShBeI-t1uDwd-hSRGPd href,ODSEW-ShBeI-t1uDwd-HiaYvf src,user_name,guide_status,num_reviews,ODSEW-ShBeI-z5C9Gb-icon src,ODSEW-ShBeI-fI6EEc src,ODSEW-ShBeI-fI6EEc src 2,unknown,uknown2,ODSEW-ShBeI-fI6EEc src 5,how_long_ago,ODSEW-ShBeI-jfdpUb,written_review,ODSEW-ShBeI-Sc2xXc-icon src,ODSEW-ShBeI-KFwaDe-V67aGc,ODSEW-ShBeI-Sc2xXc-icon src 2,ODSEW-ShBeI-KFwaDe-V67aGc 2
https://www.google.com/maps/contrib/109246213557839008292/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14GhBEnLyMNg3Pkek5mbmERrppDDMLyeoajCwOI0B=w36-h36-p-c0x00000000-rp-mo-ba3-br100,Ross McKissick,Local Guide,・79 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,2 years ago,New,"Great burger, big location with plenty of options. My wife loved the garlic fries. The service was standard and burger would run you roughly $7-$10 depending on what you got.",https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/106412043122050692197/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14GhwxENOkFnCCgUkfukGq-vci-fEvPckRLnZbtRBnw=w36-h36-p-c0x00000000-rp-mo-ba2-br100,Manny P,Local Guide,・19 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,a year ago,New,Burger was great and staff were nice.,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/106596166627069277176/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14GhR39sM8gZV3hGzluIy5K8THe7de9SaUzvXF8rgxwA=w36-h36-p-c0x00000000-rp-mo-ba3-br100,Ganeshram Iyer,Local Guide,・33 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,2 years ago,New,"I love the veggie burger - one of the tastiest veggie ones around. Am glad they have beer and shakes too, to help make a full meal. Littler pricey since will things are a'la'carte (fries even)",https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/111399799489214664820/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14GhaGPfHfWvcxBOq9iE0SZ8UdtIiNOAeXm2Xvn8b=w36-h36-p-c0x00000000-rp-mo-br100,farin soroushi,Local Guide,2 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,a year ago,New,"No salt , too oily, not cooked enough, wet bread! Not recommended",https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/115220309528157124525/reviews?hl=en-US,https://lh3.googleusercontent.com/a/AATXAJzfzr4dQZt7d9jxOPKBcaUl579My8se1c-kIru3=w36-h36-p-c0x00000000-rp-mo-ba4-br100,Jeffrey Newman,Local Guide,・64 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,2 years ago,New,"Good burger, good French fries, reasonable prices. Very hard acoustics. I guess this is the millennials idea of the perfect place for a date.",https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/102655018260365999359/reviews?hl=en-US,https://lh3.googleusercontent.com/a/AATXAJzIs8sP0kGz1OLZ_CLY6XzQVnjo34NPzmyUug3P=w36-h36-p-c0x00000000-rp-mo-br100,rhonda peterson,Local Guide,4 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,2 years ago,New,My husband and were looking forward to trying Super Burgers.So disappointing..A great place for teenagers.LOUD teen music.felt like we were sitting in a high school cafeteria.. …,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/103665127480825287989/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14GgnWGI7LTKdVck_b64_RdzxVxMq858i_N41zceHuA=w36-h36-p-c0x00000000-rp-mo-br100,Felipe Feldman,Local Guide,2 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,a year ago,New,Awesome atmosphere and great quality meat; a bit pricey.,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/104199117873923006475/reviews?hl=en-US,https://lh3.googleusercontent.com/a/AATXAJwPIzZouETjVYDEw436MqF23NHHGSJU7-V2IjzD=w36-h36-p-c0x00000000-rp-mo-br100,Ravi Mahatme,Local Guide,2 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,2 years ago,New,Great food. Had the chicken sandwich which was very juicy and really good. The pickles are a homemade and a must try,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/116433007946949073770/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14Gg5EYdVjWMKuYDIU_g9SGFAXmyCbqBmE8-EUCcGRw=w36-h36-p-c0x00000000-rp-mo-ba3-br100,Victoria Pinto Martinez,Local Guide,・18 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,2 years ago,New,The burgers are really good and juicy! Friendly staff. The restaurant is clean and aesthetically pleasing. Good vibes :),https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/112368950851438964212/reviews?hl=en-US,https://lh3.googleusercontent.com/a/AATXAJzSxx7TfjCtesf4qeWN2Bm76W8BlFGPNlvlT0zV=w36-h36-p-c0x00000000-rp-mo-ba4-br100,RA Y,Local Guide,・108 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,a year ago,New,Great sitting area and great burgers.,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/106549863240864214817/reviews?hl=en-US,https://lh3.googleusercontent.com/a/AATXAJy728oAhu-Djvm4knh1YDzTga5zhA-uqmcuHwhY=w36-h36-p-c0x00000000-rp-mo-ba3-br100,Jae Kang,Local Guide,・20 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,a year ago,New,Love their juicy burger and friendly atmosphere.,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/112503418138646790869/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14Ghz3oWTdDLV7qcb716VJMTmE_eUYGipiNrwG6TklQ=w36-h36-p-c0x00000000-rp-mo-ba4-br100,Anil Pesaramelli,Local Guide,・66 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,a year ago,New,Super duper burger is super duper! Definitely recommend going there.,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/109582171261867175133/reviews?hl=en-US,https://lh3.googleusercontent.com/a/AATXAJxB1JLGD-251x4gXiK7xnd1GEc7kYWKquf1e6JC=w36-h36-p-c0x00000000-rp-mo-br100,Julie Sanchez,Local Guide,13 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,2 years ago,New,A preferred spot for delicious burgers. Honestly my favorite evening place. Prices were appropriate.,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/109802130994731229966/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14GiA9cyblzV29tfFMwbG1UEAdSNqr9CmJWPLxoKuphE=w36-h36-p-c0x00000000-rp-mo-ba4-br100,Michael Gallegos,Local Guide,・40 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,2 years ago,New,Good burger. With some interesting options.  Great shakes.,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/104820346760746598012/reviews?hl=en-US,https://lh3.googleusercontent.com/a/AATXAJxqTuxh0nb1BEXRqbaOwfeZEhqDp0QX7M3Ut8-8=w36-h36-p-c0x00000000-rp-mo-br100,Vicky Hasheider,Local Guide,14 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,a year ago,New,Great burgers and fries....and generous portions!   All trash was compostable....a plus.,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/112301262730170166554/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14Gh6XrSs_UHTC8PlVwk0iM7k1V8FVNSh_Gi3kmQWOoo=w36-h36-p-c0x00000000-rp-mo-ba4-br100,Rishi Agrawal,Local Guide,・188 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,a year ago,New,The veggie burger + egg was delicious!,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/105830534617737742107/reviews?hl=en-US,https://lh3.googleusercontent.com/a/AATXAJwoKTh4fi8noW-lpBxLdbrckdx35BOMCSXFmrA_=w36-h36-p-c0x00000000-rp-mo-br100,Adriane Contreras,Local Guide,14 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,a year ago,New,"The hamburger was decent but the chairs were so uncomfortable that i won't go back. If I'm going to spend that much for a meal, I at least want to be able to enjoy it.",https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/114230743592219516703/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14GiH6L0UHyo1_A52N4epPgPyGFAq_g7sytYXUsU8sQ=w36-h36-p-c0x00000000-rp-mo-br100,Betina Zscherpel,Local Guide,61 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,a year ago,New,Good food but it takes them a while to get it  ready and the wifi isint that great,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/114822912567817563938/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14Gh6gV0Kic9Fac1dMqD2YhbE5ZGA91wdnuaZSTiy2XA=w36-h36-p-c0x00000000-rp-mo-ba3-br100,Sowmya A Reddy,Local Guide,・47 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,7 months ago,New,Garlic fries 👌,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/102599243794807891631/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14GiunE7Fcy4rR742OOHNkjYKOZir0yAIBW0SDwfI8Q=w36-h36-p-c0x00000000-rp-mo-br100,Mark Gubler,Local Guide,6 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,a year ago,New,"Burger was super duper, atmosphere is fun, fries were bland",https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/115767384661386884037/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14GhZoiH_E_pHqVmnXlxkooSUbY20lN55Lge-4diQprQ=w36-h36-p-c0x00000000-rp-mo-ba3-br100,Jason Nakanishi,Local Guide,・54 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,2 years ago,New,Great hamburgers. Beer and price was not too bad,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/106706566998918161884/reviews?hl=en-US,https://lh3.googleusercontent.com/a/AATXAJwLJ8LJQlvjjzjzyVhWj6SaTtBUH082pLDzXVer=w36-h36-p-c0x00000000-rp-mo-ba4-br100,Alma Alicia Castillo,Local Guide,・270 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,a year ago,New,I just bought a cone and it cost too much. Probably would never go there again.,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/111783106334399501166/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14GgTC84WU2NyI3vj2qWzzWZJqljHyPkUla8xbR02dg=w36-h36-p-c0x00000000-rp-mo-ba4-br100,Sachin P,Local Guide,・42 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,a year ago,New,"Football games , Burgers, Shakes, Beers. Their Veggie burger and tangerine Beer are like heaven on a hot summer afternoon!! Must visit!!",https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/112369372347392588094/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14GhpXJICwblQ4jb1q3BvG4xWTkxp7AkWuq_Cq4RQXqc=w36-h36-p-c0x00000000-rp-mo-ba2-br100,vidya valmikinathan,Local Guide,・22 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,2 years ago,New,"Food was good, but racist server was annoying. Only giving 3 stars because manager stepped in to help. Ambience was too noisy too.",https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/111405477241317094394/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14GiEN-5HvoDdTtHmHCStJnKln7hyhBG1VgSS-jqhIQ=w36-h36-p-c0x00000000-rp-mo-ba3-br100,Barry Buenaventura,Local Guide,・34 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,2 years ago,New,Tried the breakfast menu; very good sausage and egg sandwich. The coffee was ok. Would definitely go here for breakfast again.,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/116333564313256808766/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14GgglzTDK2T-i7RIS0cTbGwtmpAPVHas4CKHwy8J3do=w36-h36-p-c0x00000000-rp-mo-ba5-br100,Qi Diaz,Local Guide,・61 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,2 years ago,New,The service was excellent. The food is tasty. The condiments are flavorful. Check this spot out.,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
https://www.google.com/maps/contrib/113815210565660341069/reviews?hl=en-US,https://lh3.googleusercontent.com/a-/AOh14Giaad_dOB06RnvpenVsVPyg89At6CZCDhQnrr2N3w=w36-h36-p-c0x00000000-rp-mo-ba3-br100,Alexey Shmelev,Local Guide,・41 reviews,https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,a year ago,New,Very nice and clean! Staff is super friendly.,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png,Like,https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png,Share
